Column1;name;chembl_id;chembl_max_phase;composite_score;Score;Score comment;cns_target;primary_target;nasal_cyp_risk;molecular_weight;logP;PSA;H_donors;rotatable_bonds;vapor_pressure_mmhg;melting_point_c;pka_predicted;logD_pH6;logD_pH74;max_dose_mg;dose_feasible_nosa;original_applicant_normalized;earliest_patent_expiry;atc_code;mesh_heading;mechanism_of_action;target_name;physical_state;half_life;dosage_form;synonyms;indication_class
81;ISOTHIPENDYL;CHEMBL2111066;2;80.9;;;??;—;;?? 285.42 [C] (DrugBank: 285.407);3.63 [C];19.37;0.0;3.0;—;213.00;4.50;3.62;3.63;—;?;—;—;R06AD09|D04AA22;Pruritus|Hypersensitivity;?? Isothipendyl is a selective histamine H1 antagonist and b… [DB];—;solid [DB];—;—;Actapront|ACTAPRONT|AY-56012|D-201|Isothipendyl|ISOTHIPENDYL|Isotipendilo|ISOTIPENDILO|Odantol|ODANTOL|Udantol|UDANTOL;?? For the topical treatment of itching associated with alle… [DB]
82;PIPRADROL;CHEMBL2110938;2;80.9;;;??;—;;?? 267.37 [C] (DrugBank: 267.372);3.06 [C];32.26;2.0;3.0;—;97.50;9.50;-0.44;0.96;—;?;—;—;N06BX15;Attention Deficit Disorder with Hyperactivity;?? Pipradrol and pipradrol derivatives are norepinephrine an… [DB];—;solid [DB];—;—;Alpha-pipradol|ALPHA-PIPRADOL|Gerodyl|GERODYL|MRD-108|Pipradol|PIPRADOL|Pipradrol|PIPRADROL|Pipralon|PIPRALON|Piridrol|PIRIDROL|Pyridrol|PYRIDROL|Pyridrole|PYRIDROLE;?? Used to manage fatigue [L2522] and depression [L2515], [A… [DB]
83;LETROZOLE;CHEMBL1444;4;80.8;;;;Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome …;??;?? 285.31 [C] (DrugBank: 285.3027);2.66 [C];78.29;0.0;3.0;—;184.00;4.50;2.65;2.66;20.00 [CT];?;Novartis;2028-06-17;L02BG04;Breast Neoplasms|Endometrial Neoplasms|Neoplasms|Ovarian Neoplasms|Uterine Neoplasms|Fallopian Tube Neoplasms|Carcinoma, Lobular|Infertility|Dwarfism|Leiomyoma|Leiomyosarcoma|Polycystic Ovary Syndrome|Uterine Cervical Neoplasms|Azoospermia|Osteoporosis|Pregnancy|Hereditary Breast and Ovarian Cancer Syndrome|Carcinoma, Intraductal, Noninfiltrating|Mesothelioma|Endometriosis|Carcinoma, Non-Small-Cell Lung|Brain Neoplasms|Lymphoma, Non-Hodgkin|Inflammatory Breast Neoplasms|Carcinoma|Neoplasm Metastasis|Adenomyosis|Peritoneal Neoplasms|Anovulation|Hypogonadism|Hemangiosarcoma|Triple Negative Breast Neoplasms|Abortion, Spontaneous|Lymphangioleiomyomatosis|Ovarian Hyperstimulation Syndrome|Carcinoma, Endometrioid|Infertility, Male|Pregnancy, Ectopic|Follicular Cyst|Menopause|Liver Neoplasms|Hermanski-Pudlak Syndrome;?? Letrozole is a non-steroidal type II aromatase inhibitor.… [DB] (ChEMBL: Cytochrome P450 19A1 inhibitor);Aromatase;solid [DB];The terminal elimination half life of letrozole… [DB];oral;CGS 20267|CGS-20267|Femara|FEMARA|Letrozol|LETROZOL|Letrozole|LETROZOLE|Letrozole component of kisqali femara co-pack|LETROZOLE COMPONENT OF KISQALI FEMARA CO-PACK|NSC-759652;?? Letrozole is indicated to treat postmenopausal women with… [DB]
84;DICHLOROXYLENOL;CHEMBL2104302;2;80.7;;;;—;;?? 191.06 [C];3.32 [C];20.23;1.0;0.0;—;95.00;10.00;3.32;3.32;—;?;—;—;—;—;—;—;—;—;—;Decasept|DECASEPT|Dichloro-m-xylenol|DICHLORO-M-XYLENOL|Dichloroxylenol|DICHLOROXYLENOL|Dicloroxilenol|DICLOROXILENOL|Dixol|DIXOL|Hewsol|HEWSOL|NSC-9774|Prinsyl|PRINSYL;—
85;CHLORQUINALDOL;CHEMBL224325;2;80.7;;;;—;;?? 228.08 [C] (DrugBank: 228.07);3.56 [C];33.12;1.0;0.0;—;108.00;4.50;3.55;3.56;—;?;—;—;G01AC03|R02AA11|D08AH02|P01AA04;Amebiasis;?? The mechanism by which Chlorquinaldol exerts it's bacteri… [DB] (ChEMBL: Unknown);—;solid [DB];—;—;Chlorquinaldol|CHLORQUINALDOL|Clorquinaldol|CLORQUINALDOL|NSC-755830|Steroxin|STEROXIN;?? Chlorquinaldol was used historically as a topical antisep… [DB]
86;MEPHENTERMINE;CHEMBL1201234;4;80.5;;;??;—;;?? 163.26 [C] (DrugBank: 163.2594);2.23 [C];12.03;1.0;3.0;—;25.00;9.50;-1.27;0.13;—;?;Baxter Anesthesia Critical Care;—;C01CA11;Cardiovascular Diseases;?? Mephentermine is an alpha adrenergic receptor agonist, bu… [DB];—;liquid [DB];17 to 18 hours. [DB];parenteral;Mefentermina|MEFENTERMINA|Mephentermine|MEPHENTERMINE;?? Used to maintain blood pressure in hypotensive states. [DB]
87;PROCYCLIDINE;CHEMBL86715;4;80.5;;;??;Muscarinic acetylcholine receptor M3;;?? 287.45 [C] (DrugBank: 287.4397);3.94 [C];23.47;1.0;5.0;—;85.50;10.00;3.94;3.94;—;?;Monarch;—;N04AA04;Parkinson Disease;?? The mechanism of action is unknown. It is thought that Pr… [DB];—;solid [DB];—;oral;Elorine|ELORINE|Kemadrine|KEMADRINE|Lergine|LERGINE|NSC-169103|Prociclidina|PROCICLIDINA|Procyclidine|PROCYCLIDINE|Tricoloid|TRICOLOID|Vagosin|VAGOSIN;?? For the treatment of all forms of Parkinson's Disease, as… [DB]
88;ETHINYL ESTRADIOL;CHEMBL691;4;80.5;;;;Nuclear receptor subfamily 1 group I member 2 (…;??;?? 296.41 [C] (DrugBank: 296.4034);3.61 [C];40.46;2.0;0.0;—;142.22;10.00;3.61;3.61;15.00 [CT];?;J&J;2027-06-01;G03CA01|L02AA03;Neoplasms|HIV Infections|Leukemia, Lymphocytic, Chronic, B-Cell|Polycystic Ovary Syndrome|Pregnancy|Hepatitis C|Osteoporosis|Acne Vulgaris|Hepatitis C, Chronic|Hidradenitis Suppurativa|Bone Diseases, Metabolic|Infertility, Female|Dysmenorrhea|Metrorrhagia|Hepatitis B, Chronic|Bulimia Nervosa|Bulimia|Amenorrhea|Breast Neoplasms|Endometrial Neoplasms|Depressive Disorder|Premenstrual Syndrome|Hyperandrogenism|Non-alcoholic Fatty Liver Disease|Diabetes Mellitus, Type 2|Migraine Disorders|Cystic Fibrosis|Neural Tube Defects|Turner Syndrome|Anorexia Nervosa|Endometriosis|Obesity;?? Ethinylestradiol is a synthetic estrogenic compound.[L119… [DB] (ChEMBL: Estrogen receptor alpha agonist);Estrogen receptor;solid [DB];A 30µg oral dose has a half life of 8.4±4.8h an… [DB];oral|topical;17alpha-ethinylestradiol|17ALPHA-ETHINYLESTRADIOL|17-ethinylestradiol|17-ETHINYLESTRADIOL|Enovid|Enovid-e|Enovid-E|Estinyl|ESTINYL|Ethinyl estradiol|ETHINYL ESTRADIOL|Ethinylestradiol|ETHINYLESTRADIOL|Ethinyl estradiol component of alesse|ETHINYL ESTRADIOL COMPONENT OF ALESSE|Ethinyl estradiol component of altavera|ETHINYL ESTRADIOL COMPONENT OF ALTAVERA|Ethinyl estradiol component of annovera|ETHINYL ESTRADIOL COMPONENT OF ANNOVERA|Ethinyl estradiol component of aranelle|ETHINYL ESTRADIOL COMPONENT OF ARANELLE|Ethinyl estradiol component of aviane|ETHINYL ESTRADIOL COMPONENT OF AVIANE|Ethinyl estradiol component of balcoltra|ETHINYL ESTRADIOL COMPONENT OF BALCOLTRA|Ethinyl estradiol component of bekyree|ETHINYL ESTRADIOL COMPONENT OF BEKYREE|Ethinyl estradiol component of beyaz|ETHINYL ESTRADIOL COMPONENT OF BEYAZ|Ethinyl estradiol component of brevicon|ETHINYL ESTRADIOL COMPONENT OF BREVICON|Ethinyl estradiol component of cryselle|ETHINYL ESTRADIOL COMPONENT OF CRYSELLE|Ethinyl estradiol component of cyclessa|ETHINYL ESTRADIOL COMPONENT OF CYCLESSA|Ethinyl estradiol component of desogen|ETHINYL ESTRADIOL COMPONENT OF DESOGEN|Ethinyl estradiol component of elifemme|ETHINYL ESTRADIOL COMPONENT OF ELIFEMME|Ethinyl estradiol component of enpresse|ETHINYL ESTRADIOL COMPONENT OF ENPRESSE|Ethinyl estradiol component of enskyce|ETHINYL ESTRADIOL COMPONENT OF ENSKYCE|Ethinyl estradiol component of estrostep fe|ETHINYL ESTRADIOL COMPONENT OF ESTROSTEP FE|Ethinyl estradiol component of femcon fe|ETHINYL ESTRADIOL COMPONENT OF FEMCON FE|Ethinyl estradiol component of femhrt|ETHINYL ESTRADIOL COMPONENT OF FEMHRT|Ethinyl estradiol component of femlyv|ETHINYL ESTRADIOL COMPONENT OF FEMLYV|Ethinyl estradiol component of introvale|ETHINYL ESTRADIOL COMPONENT OF INTROVALE|Ethinyl estradiol component of isibloom|ETHINYL ESTRADIOL COMPONENT OF ISIBLOOM|Ethinyl estradiol component of kariva|ETHINYL ESTRADIOL COMPONENT OF KARIVA|Ethinyl estradiol component of kelnor|ETHINYL ESTRADIOL COMPONENT OF KELNOR|Ethinyl estradiol component of kurvelo|ETHINYL ESTRADIOL COMPONENT OF KURVELO|Ethinyl estradiol component of lessina|ETHINYL ESTRADIOL COMPONENT OF LESSINA|Ethinyl estradiol component of levlite|ETHINYL ESTRADIOL COMPONENT OF LEVLITE|Ethinyl estradiol component of levonest|ETHINYL ESTRADIOL COMPONENT OF LEVONEST|Ethinyl estradiol component of levora|ETHINYL ESTRADIOL COMPONENT OF LEVORA|Ethinyl estradiol component of lo loestrin fe|ETHINYL ESTRADIOL COMPONENT OF LO LOESTRIN FE|Ethinyl estradiol component of lo minastrin fe|ETHINYL ESTRADIOL COMPONENT OF LO MINASTRIN FE|Ethinyl estradiol component of loseasonique|ETHINYL ESTRADIOL COMPONENT OF LOSEASONIQUE|Ethinyl estradiol component of lybrel|ETHINYL ESTRADIOL COMPONENT OF LYBREL|Ethinyl estradiol component of marlissa|ETHINYL ESTRADIOL COMPONENT OF MARLISSA|Ethinyl estradiol component of minastrin 24 fe|ETHINYL ESTRADIOL COMPONENT OF MINASTRIN 24 FE|Ethinyl estradiol component of mircette|ETHINYL ESTRADIOL COMPONENT OF MIRCETTE|Ethinyl estradiol component of nordette|ETHINYL ESTRADIOL COMPONENT OF NORDETTE|Ethinyl estradiol component of norinyl|ETHINYL ESTRADIOL COMPONENT OF NORINYL|Ethinyl estradiol component of norquest fe|ETHINYL ESTRADIOL COMPONENT OF NORQUEST FE|Ethinyl estradiol component of nuvaring|ETHINYL ESTRADIOL COMPONENT OF NUVARING|Ethinyl estradiol component of orsythia|ETHINYL ESTRADIOL COMPONENT OF ORSYTHIA|Ethinyl estradiol component of ortho-cept|ETHINYL ESTRADIOL COMPONENT OF ORTHO-CEPT|Ethinyl estradiol component of ortho tri-cyclen|ETHINYL ESTRADIOL COMPONENT OF ORTHO TRI-CYCLEN|Ethinyl estradiol component of ovral|ETHINYL ESTRADIOL COMPONENT OF OVRAL|Ethinyl estradiol component of pimtrea|ETHINYL ESTRADIOL COMPONENT OF PIMTREA|Ethinyl estradiol component of portia|ETHINYL ESTRADIOL COMPONENT OF PORTIA|Ethinyl estradiol component of preven|ETHINYL ESTRADIOL COMPONENT OF PREVEN|Ethinyl estradiol component of previfem|ETHINYL ESTRADIOL COMPONENT OF PREVIFEM|Ethinyl estradiol component of quartette|ETHINYL ESTRADIOL COMPONENT OF QUARTETTE|Ethinyl estradiol component of quasense|ETHINYL ESTRADIOL COMPONENT OF QUASENSE|Ethinyl estradiol component of safyral|ETHINYL ESTRADIOL COMPONENT OF SAFYRAL|Ethinyl estradiol component of seasonale|ETHINYL ESTRADIOL COMPONENT OF SEASONALE|Ethinyl estradiol component of seasonique|ETHINYL ESTRADIOL COMPONENT OF SEASONIQUE|Ethinyl estradiol component of setlakin|ETHINYL ESTRADIOL COMPONENT OF SETLAKIN|Ethinyl estradiol component of sprintec|ETHINYL ESTRADIOL COMPONENT OF SPRINTEC|Ethinyl estradiol component of taytulla|ETHINYL ESTRADIOL COMPONENT OF TAYTULLA|Ethinyl estradiol component of tri-legest fe|ETHINYL ESTRADIOL COMPONENT OF TRI-LEGEST FE|Ethinyl estradiol component of tri lo sprintec|ETHINYL ESTRADIOL COMPONENT OF TRI LO SPRINTEC|Ethinyl estradiol component of triphasil|ETHINYL ESTRADIOL COMPONENT OF TRIPHASIL|Ethinyl estradiol component of tri-previfem|ETHINYL ESTRADIOL COMPONENT OF TRI-PREVIFEM|Ethinyl estradiol component of tri-sprintec|ETHINYL ESTRADIOL COMPONENT OF TRI-SPRINTEC|Ethinyl estradiol component of trivora|ETHINYL ESTRADIOL COMPONENT OF TRIVORA|Ethinyl estradiol component of twirla|ETHINYL ESTRADIOL COMPONENT OF TWIRLA|Ethinyl estradiol component of tyblume|ETHINYL ESTRADIOL COMPONENT OF TYBLUME|Ethinyl estradiol component of velivet|ETHINYL ESTRADIOL COMPONENT OF VELIVET|Ethinyl estradiol component of vienva|ETHINYL ESTRADIOL COMPONENT OF VIENVA|Ethinyl estradiol component of viorele|ETHINYL ESTRADIOL COMPONENT OF VIORELE|Ethinyl estradiol component of volnea|ETHINYL ESTRADIOL COMPONENT OF VOLNEA|Ethinyl estradiol component of vyfemla|ETHINYL ESTRADIOL COMPONENT OF VYFEMLA|Ethinyl estradiol component of xulane|ETHINYL ESTRADIOL COMPONENT OF XULANE|Ethinyl estradiol component of yasmin|ETHINYL ESTRADIOL COMPONENT OF YASMIN|Ethinyl estradiol component of yaz|ETHINYL ESTRADIOL COMPONENT OF YAZ|Ethinyl estradiol component of zovia|ETHINYL ESTRADIOL COMPONENT OF ZOVIA|Ethinylestradiolum|ETHINYLESTRADIOLUM|Ethynylestradiol|Etinestryl|Etinilestradiol|ETINILESTRADIOL|Feminone|FEMINONE|Follicoral|Ginestrene|Lynoral|LYNORAL|NSC-10973|Ovulen|Ovulen-21|Ovulen-28;?? Ethinylestradiol is combined with other drugs for use as … [DB]
89;GUANFACINE;CHEMBL862;4;80.4;;;??;Alpha-2A adrenergic receptor (Alpha-2 adrenergi…;??;?? 246.1 [C] (DrugBank: 246.093);1.55 [C];78.97;3.0;2.0;—;213.00;9.50;-1.95;-0.55;4.00 [CT];?;Promius;—;C02AC02;Hypertension|Tourette Syndrome|Cocaine-Related Disorders|Stroke|Attention Deficit Disorder with Hyperactivity|Smoking Cessation|Tobacco Use Disorder|Alcohol Drinking|Stress Disorders, Post-Traumatic|Substance-Related Disorders|Marijuana Abuse|Trigeminal Neuralgia|Delirium|Schizotypal Personality Disorder|Alzheimer Disease|Alcoholism|Depressive Disorder;?? Guanfacine is a selective alpha-2A adrenergic receptor ag… [DB];—;solid [DB];Guanfacine has a half life of 17 hours, but thi… [DB];oral;Guanfacina|GUANFACINA|Guanfacine|GUANFACINE|Intuniv|INTUNIV|NSC-759121;?? Guanfacine is indicated alone or as an adjunct with stimu… [DB]
90;METOCLOPRAMIDE;CHEMBL86;4;80.2;;;??;D(2) dopamine receptor (Dopamine D2 receptor);??;?? 299.8 [C] (DrugBank: 299.796);2.00 [C];67.59;2.0;7.0;—;171.00;9.50;-1.50;-0.10;15.00 [CT];?;Ah Robins;2029-12-22;A03FA01;Myelodysplastic Syndromes|Wounds and Injuries|Neoplasms|HIV Infections|Pain|Gastroparesis|Gastroschisis|Hyperemesis Gravidarum|Gastroenteritis|Headache|Sepsis|Hypotension, Orthostatic|Orthostatic Intolerance|Hypoglycemia|Gastrointestinal Hemorrhage|Nausea|Digestive System Diseases|Vomiting|Intestinal Obstruction|Migraine Disorders|Postoperative Nausea and Vomiting|Prostatic Neoplasms, Castration-Resistant;?? Metoclopramide causes antiemetic effects by inhibiting do… [DB];—;solid [DB];The mean elimination half-life of metoclopramid… [DB];oral|parenteral|topical;"Clopra-""yellow""|Clopra-""Yellow""|Elieten|ELIETEN|Methoxyclopramide|METHOXYCLOPRAMIDE|Metoclopramida|METOCLOPRAMIDA|Metoclopramide|METOCLOPRAMIDE|Terperan|TERPERAN";?? Metoclopramide in the oral tablet form is used for sympto… [DB]
91;TRIPROLIDINE;CHEMBL855;4;80.1;;;??;—;;?? 278.4 [C] (DrugBank: 278.3914);3.92 [C];16.13;0.0;4.0;—;59.00;4.50;3.91;3.92;—;?;Assoc Div Beach Products;—;R06AX07;Hypersensitivity;?? Triprolidine binds to the histamine H1 receptor. This blo… [DB];—;solid [DB];4 to 6 hours. [DB];oral;Actahist|Allerfed|Corphed|Histafed|Myfed|Trilitron|Triphed|Triprolidina|TRIPROLIDINA|Triprolidine|TRIPROLIDINE;?? For the symptomatic relief of seasonal or perennial aller… [DB]
92;CYCLOPHOSPHAMIDE ANHYDROUS;CHEMBL88;4;80.0;;;;—;??;?? 261.09 [C] (DrugBank: 261.086);1.88 [C];41.57;1.0;5.0;0.00;41.11;9.50;-1.62;-0.22;—;?;—;—;L01AA01;—;?? Alkylating agents work by three different mechanisms: 1) … [DB];—;solid [DB];3-12 hours [DB];oral|parenteral;Anhydrous cyclophosphamide|ANHYDROUS CYCLOPHOSPHAMIDE|Ciclofosfamida|CICLOFOSFAMIDA|Cyclophosphamide (anhydrous)|CYCLOPHOSPHAMIDE (ANHYDROUS)|Cyclophosphamide anhydrous|CYCLOPHOSPHAMIDE ANHYDROUS|Cyclophosphamide, anhydrous|CYCLOPHOSPHAMIDE, ANHYDROUS|Cyclophosphamide lyophilized|CYCLOPHOSPHAMIDE LYOPHILIZED;?? Cyclophosphamide is indicated for the treatment of malign… [DB]
93;ANASTROZOLE;CHEMBL1399;4;79.9;;;;Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome …;??;?? 293.37 [C] (DrugBank: 293.3663);2.93 [C];78.29;0.0;4.0;—;81.00;4.50;2.92;2.93;25.00 [CT];?;Ani;—;L02BG03;Breast Neoplasms|Neoplasms|Endometrial Neoplasms|Hypogonadism|Hypertension, Pulmonary|Carcinoma|Endometriosis|Metabolic Syndrome|Hypertension|Carcinoma, Lobular|Hypopituitarism|Triple Negative Breast Neoplasms|Breast Neoplasms, Male|Carcinoma, Intraductal, Noninfiltrating|Gynecomastia|Puberty, Precocious|Anovulation|Ovarian Neoplasms|Kallmann Syndrome|Fibrous Dysplasia, Polyostotic|Klinefelter Syndrome|Breast Diseases|Aging;?? Anastrazole exerts its anti-estrogenic effects via select… [DB] (ChEMBL: Cytochrome P450 19A1 inhibitor);Aromatase;solid [DB];The elimination half-life of anastrozole is app… [DB];oral;Anastrozol|ANASTROZOL|Anastrozole|ANASTROZOLE|Arimidex|ARIMIDEX|ICI D1033|ICI-D1033|Nastrosa|NASTROSA|NSC-719344|NSC-759855|Rvg-106400|RVG-106400|ZD-1033|ZD1033;?? Anastrozole is indicated as adjunct therapy in the treatm… [DB]
94;CARBINOXAMINE;CHEMBL864;4;79.6;;;??;—;;?? 290.79 [C] (DrugBank: 290.788);3.40 [C];25.36;0.0;6.0;—;25.00;4.50;3.39;3.40;—;?;Genus Lifesciences;2027-06-15;R06AA08;Hypersensitivity;?? Carbinoxamine competes with free histamine for binding at… [DB];—;liquid [DB];10 to 20 hours [DB];oral;Carbinoxamina|CARBINOXAMINA|Carbinoxamine|CARBINOXAMINE|Palgic;?? For symptomatic relief of seasonal and perennial allergic… [DB]
95;CHLOROPYRAMINE;CHEMBL1194287;2;79.5;;;??;—;;?? 289.81 [C] (DrugBank: 289.803);3.30 [C];19.37;0.0;6.0;—;25.00;4.50;3.29;3.30;—;?;—;—;D04AA09|R06AC53|R06AC03;Pruritus|Hypersensitivity;?? Chloropyramine binds to the histamine H1 receptor. This b… [DB];—;solid [DB];—;—;Chloropyramine|CHLOROPYRAMINE|Cloropiramina|CLOROPIRAMINA|NSC-241038;?? For the treatment of allergic conjunctivitis, allergic rh… [DB]
96;ETAFEDRINE;CHEMBL2110926;2;79.4;;;;—;;?? 193.29 [C] (DrugBank: 193.29);2.06 [C];23.47;1.0;4.0;—;108.00;10.00;2.06;2.06;—;?;—;—;—;—;?? A sympathomimetic agent, etafedrine acts on the sympathet… [DB];—;solid [DB];It has a plasma half-life ranging from 3 to 6 h… [DB];—;Etafedrina|ETAFEDRINA|(-)-etafedrine|(-)-ETAFEDRINE|Etafedrine|ETAFEDRINE|Etafedrine, (-)-|ETAFEDRINE, (-)-|Menetryl|MENETRYL|Novedrin|NOVEDRIN;?? Conditions characterized by bronchial congestion and bron… [DB]
97;PERILLYL ALCOHOL;CHEMBL236687;2;78.6;;;;—;;?? 152.24 [C] (DrugBank: 152.237);2.28 [C];20.23;1.0;2.0;—;244.00;10.00;2.28;2.28;—;?;—;—;—;Glioblastoma|Lymphoma|Keratosis, Actinic|Pancreatic Neoplasms|Breast Neoplasms|Prostatic Neoplasms, Castration-Resistant|Meningioma;—;—;—;—;—;Dihydrocuminic alcohol|DIHYDROCUMINIC ALCOHOL|Dl-perillyl alcohol|DL-PERILLYL ALCOHOL|FEMA NO. 2664|Hydrocumin alcohol|HYDROCUMIN ALCOHOL|Iso-carveol|ISO-CARVEOL|Neo-100|NEO-100|Neo100|NEO100|NSC-641066|(-)-perilla alcohol|(-)-PERILLA ALCOHOL|Perilla alcohol|PERILLA ALCOHOL|Perillol|PERILLOL|Perillyl alcohol|PERILLYL ALCOHOL|Perycorolle|PERYCOROLLE|(s)-(-)-perillyl alcohol|(S)-(-)-PERILLYL ALCOHOL|(s)-perillyl alcohol|(S)-PERILLYL ALCOHOL;—
98;ARTENIMOL;CHEMBL307261;4;78.4;;;;—;;?? 284.35 [C] (DrugBank: 284.352);2.19 [C];57.15;1.0;0.0;—;164.00;10.00;2.19;2.19;—;?;—;—;P01BE05;Malaria|Carcinoma, Non-Small-Cell Lung|Malaria, Falciparum|Malaria, Vivax|Fever|Lupus Erythematosus, Systemic|Polycystic Ovary Syndrome;?? Artemisinins, including Artenimol which is a major active… [DB] (ChEMBL: Ferriprotoporphyrin IX binding agent);Ferriprotoporphyrin IX;solid [DB];Artenimol was reported to have a half life of e… [DB];oral;Alaxin|ALAXIN|Artemether related compound a|ARTEMETHER RELATED COMPOUND A|Artenimol|ARTENIMOL|Artenimol component of eurartesim  dihydroartemisinin|ARTENIMOL COMPONENT OF EURARTESIM  DIHYDROARTEMISININ|Artenimolum|ARTENIMOLUM|.beta.-dihydroartemisinin|.BETA.-DIHYDROARTEMISININ|Cotecxin|COTECXIN|Cotexin|COTEXIN|Dihydroartemisinin|DIHYDROARTEMISININ|Dihydroartemisinin, .beta.-|DIHYDROARTEMISININ, .BETA.-|Dihydroartemisinine|DIHYDROARTEMISININE|Di-hydroqinghaosu|DI-HYDROQINGHAOSU|Dihydroqinghaosu|DIHYDROQINGHAOSU|Dynamax|DYNAMAX|GNF-PF-5634|Salaxin|SALAXIN|Santecxin|SANTECXIN;?? For the treatment of uncomplicated *Plasmodium falciparum… [DB]
99;NITROXOLINE;CHEMBL1454910;4;78.4;;;;Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (…;;?? 190.16 [C] (DrugBank: 190.1555);1.85 [C];76.26;1.0;1.0;—;180.00;4.50;1.84;1.85;—;?;—;—;J01XX07;Bacterial Infections;?? This drug may also have antitumor activity by inhibition … [DB];—;solid [DB];—;—;A-82|Nitroxolina|NITROXOLINA|Nitroxoline|NITROXOLINE|NSC-74947;?? Nitroxoline is an antibiotic agent. [DB]
100;ANTHRALIN;CHEMBL46469;2;78.2;;;;—;;?? 226.23 [C] (DrugBank: 226.231);2.23 [C];57.53;2.0;0.0;—;176.11;10.00;2.23;2.23;—;?;—;—;D05AC51|D05AC01;Psoriasis;?? Anthralin inhibits the proliferation of keratinocytes (ep… [DB] (ChEMBL: Unknown);—;solid [DB];—;—;Alphodith|ALPHODITH|Anthra-derm|ANTHRA-DERM|Anthraderm|ANTHRADERM|Anthralin|ANTHRALIN|Antraderm|ANTRADERM|Batidrol|BATIDROL|Batridol|BATRIDOL|Chrysodermol|CHRYSODERMOL|Cignolin|CIGNOLIN|Cigthranol|CIGTHRANOL|Derobin|DEROBIN|Dithranol|DITHRANOL|Dithrocream|DITHROCREAM|Dithrocream fte|DITHROCREAM FTE|Dithrocream hp|DITHROCREAM HP|Ditranol|DITRANOL|Drithocreme|DRITHOCREME|Drithoscalp|DRITHOSCALP|Lasan|LASAN|Micanol|MICANOL|NSC-43970|NSC-629313|Psodadrate|PSODADRATE|Psoradrate|PSORADRATE|Psoriacide|PSORIACIDE|Psoriacid-stift|PSORIACID-STIFT|Psorin|PSORIN|Psorin fte|PSORIN FTE|Stie-lasan|STIE-LASAN;"?? Stable plaque psoriasis of the skin and scalp [L1933].
… [DB]"
101;PILOCARPINE;CHEMBL550;4;78.2;;;??;Muscarinic acetylcholine receptor M3;??;?? 208.26 [C] (DrugBank: 208.2569);1.16 [C];44.12;0.0;3.0;—;195.00;4.50;1.15;1.16;—;?;Alcon;2037-08-18;S01EB51|S01EB01|N07AX01;Urinary Incontinence|Glaucoma, Open-Angle|Xerostomia|Ocular Hypertension|Presbyopia|Sjogren's Syndrome|Miosis|Glaucoma, Angle-Closure|Dry Eye Syndromes|Myopia|Glaucoma;?? Pilocarpine is a cholinergic parasympathomimetic agent. I… [DB] (ChEMBL: Muscarinic acetylcholine receptor M3 agonist);Muscarinic acetylcholine receptor M3;solid [DB];0.76 hours [DB];oral|topical;Ocucarpine|OCUCARPINE|Ocusert pilo|OCUSERT PILO|Ocusert pilo-20|OCUSERT PILO-20|Ocusert pilo-40|OCUSERT PILO-40|Pilocarpine|PILOCARPINE|Pilocarpinum|PILOCARPINUM|Pilocarpol|PILOCARPOL|Pilokarpin|PILOKARPIN|Spersacarpine|SPERSACARPINE|Syncarpine|SYNCARPINE;?? For the treatment of radiation-induced dry mouth (xerosto… [DB]
102;DIZOCILPINE;CHEMBL284237;2;78.1;;;;—;;?? 221.3 [C];3.15 [C];12.03;1.0;0.0;—;68.50;9.50;-0.35;1.05;—;?;—;—;—;—;—;—;—;—;—;Dizocilpina|DIZOCILPINA|Dizocilpine|DIZOCILPINE;—
103;NORETHYNODREL;CHEMBL1387;4;78.0;;;;—;;?? 298.43 [C] (DrugBank: 298.426);3.64 [C];37.30;1.0;0.0;—;170.00;10.00;3.64;3.64;—;?;Gd Searle;—;—;—;?? Progesterone receptor agonist [C];Progesterone receptor;—;—;oral;Enidrel|ENIDREL|Norethynodrel|NORETHYNODREL|Norethynodrel component of enovid|NORETHYNODREL COMPONENT OF ENOVID|Noretinodrel|NORETINODREL|Noretynodrel|NORETYNODREL|NSC-15432|SC-4642;—
104;AUS-131;CHEMBL198877;2;77.9;;;;—;;?? 242.27 [C];2.82 [C];49.69;2.0;1.0;—;189.50;10.00;2.82;2.82;—;?;—;—;—;Prostatic Hyperplasia|Breast Neoplasms|Alzheimer Disease|Renal Insufficiency, Chronic|Menopause;?? Estrogen receptor beta agonist;Estrogen receptor beta;—;—;—;Aus-131|AUS-131|(s)-equol|(S)-Equol;—
105;AMINACRINE;CHEMBL43184;2;77.7;;;;—;;?? 194.24 [C] (DrugBank: 194.237);2.97 [C];38.91;1.0;0.0;—;241.11;9.50;-0.53;0.87;—;?;—;—;D08AA02;—;—;—;solid [DB];—;—;9-aminoacridine|9-Aminoacridine|Aminoacridina|AMINOACRIDINA|Aminoacridine|AMINOACRIDINE|NSC-13000;—
